species,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,d_V,Ri,T_typical,t_0,model,metamorphosis,weaning,foetus
Falco_columbarius,1.510065e+04,9.952900e-01,1.048400e-01,7.210824e+03,7.319608e+03,2.297000e-16,1.573000e+02,,,2.653000e+04,Falconidae,Falconiformes,Aves,Chordata,Dfc,TH,0iTh,Tnpf,Ml,biCi biCv,Dg,O,6.636178e+00,,,,1.086103e+01,7.253446e+02,,,,,4.224853e+00,1.300000e+01,,,,2.120000e+02,,,,,,2.800000e-01,8.754459e-02,3.120000e+02,2.427100e+01,std,False,False,False
Falco_mexicanus,1.224236e+04,9.952200e-01,9.266200e-02,3.499998e+03,7.314478e+03,1.802000e-12,3.609000e+02,,,6.039000e+04,Falconidae,Falconiformes,Aves,Chordata,BW BSk,TA,0iTh 0iTg 0iTa,Tncf Tnpf,Ms,biCi biCv,Dg,O,6.857384e+00,,,,1.264700e+01,9.823565e+02,,,,,5.789613e+00,3.060000e+01,,,,9.440000e+02,,,,,,2.800000e-01,7.879013e-02,3.120000e+02,2.171200e+01,std,False,False,False
Falco_naumanni,1.768581e+04,9.967200e-01,1.098800e-01,9.499271e+03,7.323512e+03,3.102000e-16,8.576000e+01,,,1.945000e+04,Falconidae,Falconiformes,Aves,Chordata,BSk BWk,THp,0iTh 0iTg 0iTa,Tnwfm Tncfm,Ml,biCi biCv,Dg,O,6.304369e+00,,,,1.068570e+01,6.226181e+02,,,,,4.381329e+00,1.030000e+01,,,,1.700000e+02,,,,,,2.800000e-01,7.003567e-02,3.120000e+02,2.371810e+01,std,False,False,False
Falco_peregrinus,2.424644e+04,9.968900e-01,8.060200e-02,9.187364e+03,7.322029e+03,1.618000e-17,2.408000e+02,,,4.503000e+04,Falconidae,Falconiformes,Aves,Chordata,A B C D E,TP TH TN TA,0iTf,Tncf,Ms,biCvb biCvm biSvm,Dg,O,5.734519e+00,,,,1.147232e+01,1.474857e+03,,,,,5.737801e+00,3.750000e+01,,,,8.656000e+02,,,,,,2.800000e-01,5.094670e-02,3.116700e+02,2.301000e+01,std,False,False,False
Falco_sparverius,4.788728e+03,9.789700e-01,3.310100e-02,2.573291e+03,7.324632e+03,3.033000e-12,6.094000e+02,,,1.829000e+04,Falconidae,Falconiformes,Aves,Chordata,BSk BWk Cfb Csa Dfb Dwc,THp,0iTh 0iTg 0iTa,Tnwf,Ms,biCi biCv,Dg,O,6.636178e+00,,,,1.148693e+01,9.709337e+02,,,,,4.850757e+00,1.060000e+01,,,,1.410000e+02,,,,,,2.800000e-01,1.208115e-01,3.120000e+02,1.296580e+01,std,False,False,False
Falco_tinnunculus,5.525002e+03,9.924400e-01,1.110000e-01,1.985024e+03,7.322097e+03,2.939000e-13,3.615000e+02,,,2.519000e+04,Falconidae,Falconiformes,Aves,Chordata,BSk BWk Cfb Csa Dfb Dwc,THp,0iTh 0iTg 0iTa,Tnpf,Ms,biCi biCv,Dg,O,6.193766e+00,,,,1.057509e+01,1.359307e+03,,,,,4.381329e+00,1.460000e+01,,,,1.840000e+02,,,,,,2.800000e-01,7.879013e-02,3.120000e+02,1.999530e+01,std,False,False,False
Fejervarya_limnocharis,4.596761e+01,5.284200e-01,1.946800e-02,1.495610e+01,7.325925e+03,1.134000e-08,9.093000e+00,7.466000e+03,,1.200000e+04,Dicroglossidae,Anura,Amphibia,Chordata,Am Af,TPi,0iFp jiFm,Fpf,,bjO jiCi,D,O,3.000000e+01,,,,2.411462e+02,1.055731e+03,,,,,2.111462e+02,1.900000e-03,1.400000e+00,,,6.000000e+00,,,,,4.550000e+00,2.800000e-01,4.262449e+00,2.991500e+02,,std,False,False,False
Fejervarya_multistriata,4.448337e+01,5.886600e-01,1.946800e-02,1.576400e+01,7.324015e+03,1.160000e-08,7.303000e+00,5.407000e+03,,9.588000e+03,Dicroglossidae,Anura,Amphibia,Chordata,Cfa,THp,0iFp jiFm,Fpf,,bjO jiCi,D,O,3.000000e+01,,,,2.411462e+02,1.055731e+03,,,,,2.111462e+02,1.900000e-03,1.400000e+00,,,6.000000e+00,,,,,4.900000e+00,2.800000e-01,4.262449e+00,2.991500e+02,,std,False,False,False
Ficedula_hypoleuca,7.027914e+02,9.544800e-01,4.000200e-02,4.145349e+02,7.306665e+03,1.379000e-12,2.228000e+02,,1.318000e+03,3.385000e+03,Muscicapidae,Passeriformes,Aves,Chordata,BSk Cfb Dfa Dfb,THp,0iTd 0iThh 0iTg,Tnpf,Ml,biCi,Dg,O,2.653885e+00,,,4.356514e+00,7.761771e+00,6.658494e+02,,,,1.702629e+00,5.107886e+00,1.500000e+00,,,,1.550000e+01,,,,,,2.800000e-01,1.126381e-01,3.147500e+02,,std,False,False,False
Forbesichthys_agassizii,2.123106e+02,9.488200e-01,2.431100e-02,1.855435e+02,5.226597e+03,2.902000e-08,3.129000e-01,,,1.256000e+02,Amblyopsidae,Percopsiformes,Actinopterygii,Chordata,Cfa,THn,0iFcc,Fbf,,biCi biCvae,D,O,5.946027e+01,,,,5.351424e+02,7.115737e+03,,,,,4.756821e+02,2.800000e-03,,,5.200000e-01,3.700000e+00,,,,3.900000e+00,7.500000e+00,2.000000e-01,2.136110e-01,2.861500e+02,3.238900e+00,std,False,False,False
Forpus_passerinus,4.201823e+03,9.571900e-01,1.723400e-02,4.674450e+03,7.334200e+03,8.380000e-13,2.214000e+02,,,9.986000e+03,Psittacidae,Psittaciformes,Aves,Chordata,A,TN,0iTf 0iTh 0iTi,Tnwf,,biHs,Dg,O,4.940856e+00,,,,1.044290e+01,1.434461e+03,,,,,5.502041e+00,1.900000e+00,,,,2.500000e+01,,,,,1.200000e+01,2.800000e-01,2.439941e-01,3.119500e+02,5.560600e+00,std,False,False,False
Foudia_rubra,7.792390e+02,9.611400e-01,4.947600e-02,4.389882e+02,7.321514e+03,2.308000e-13,2.044000e+02,,1.507000e+03,3.898000e+03,Ploceidae,Passeriformes,Aves,Chordata,Af,TPa,0iTf,Tnpf,,biCi,Dg,O,2.245595e+00,,,3.981060e+00,7.451990e+00,1.020969e+03,,,,1.735465e+00,5.206395e+00,1.500000e+00,,,,1.700000e+01,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Francolinus_francolinus,3.480622e+03,9.760100e-01,2.178000e-02,1.329025e+03,7.322552e+03,3.143000e-11,5.649000e+02,,,2.400000e+03,Phasianidae,Galliformes,Aves,Chordata,B Cw,THp,0iTf,Tnsf,,biCi biHs,Dg,O,2.508166e+00,,,,3.696245e+00,3.613739e+02,,,,,1.188079e+00,1.250000e+01,,,,4.250000e+02,,,,,,2.800000e-01,2.905578e-01,3.138500e+02,3.664900e+00,std,False,False,False
Fratercula_arctica,1.779764e+03,9.949200e-01,8.739100e-02,3.739253e+02,7.336196e+03,3.908000e-20,9.095000e+02,,,2.333000e+04,Alcidae,Charadriiformes,Aves,Chordata,MC,MAN,xiMcp 0bTd,Tntfm,Ms,biCvf,Dg,O,1.195996e+01,,,,1.790036e+01,1.965874e+03,,,,,5.940393e+00,4.400000e+01,,,2.838000e+02,4.360000e+02,,,,,1.670000e+01,2.800000e-01,2.075413e-02,3.138500e+02,1.337420e+01,std,False,False,False
Fratercula_cirrhata,6.702862e+03,9.974100e-01,7.288300e-02,1.765382e+03,7.324853e+03,1.912000e-20,3.968000e+02,,,3.292000e+04,Alcidae,Charadriiformes,Aves,Chordata,MC,MPNE,xiMcp 0bTd,Tntfm,Ms,biCvf,Dg,O,1.793995e+01,,,,2.414436e+01,1.965874e+03,,,,,6.204411e+00,5.500000e+01,,,,8.400000e+02,,,,,,2.800000e-01,2.075413e-02,3.138500e+02,3.896970e+01,std,False,False,False
Frederickena_unduliger,6.873353e+03,9.967200e-01,8.221500e-02,4.208372e+03,7.343250e+03,1.492000e-13,8.984000e+01,,,2.606000e+03,Thamnophilidae,Passeriformes,Aves,Chordata,Af Am,TN,0iTf,Tnpf,,biCi,Dg,O,4.185988e+00,,,,5.855744e+00,4.688162e+02,,,,,1.669756e+00,7.900000e+00,,,,6.000000e+01,,,,,,2.800000e-01,4.266064e-02,3.141500e+02,3.924500e+00,std,False,False,False
Fregata_aquila,2.038275e+03,9.958300e-01,6.409600e-02,3.399674e+02,7.316817e+03,1.802000e-14,7.301000e+02,,,1.044000e+05,Fregatidae,Suliformes,Aves,Chordata,MA,MA,0xTf 0iMi xiFl xiFp,Tnpf,Ms,biCvf biCic,Dg,O,8.026110e+00,,,,2.835546e+01,1.329856e+03,,,,,2.032935e+01,6.000000e+01,,,,1.250000e+03,,,,,,2.800000e-01,1.037706e-02,3.138500e+02,2.329620e+01,std,False,False,False
Fregata_ariel,4.423232e+03,9.852700e-01,2.818700e-02,1.336055e+03,7.351341e+03,5.963000e-14,2.923000e+03,,,2.241000e+05,Fregatidae,Suliformes,Aves,Chordata,MA,MC,0xTf 0iMi xiFl xiFp,Tnpf,Ms,biCvf biCic,Dg,O,8.208522e+00,,,,2.866988e+01,1.329856e+03,,,,,2.046135e+01,7.200000e+01,,,,8.500000e+02,,,,,,2.800000e-01,2.075413e-02,3.138500e+02,1.713830e+01,std,False,False,False
Fregata_magnificens,1.674442e+04,9.970400e-01,2.445800e-02,7.155041e+03,7.295588e+03,1.456000e-15,5.148000e+02,,,9.199000e+03,Fregatidae,Suliformes,Aves,Chordata,MA,MA MPE,0xTf 0iMi xiFl xiFp,Tnpf,Ms,biCvf biCic,Dg,O,1.021505e+01,,,,1.377929e+01,1.638228e+03,,,,,3.564236e+00,8.000000e+01,,,,1.350000e+03,,,,,,2.800000e-01,2.075413e-02,3.138500e+02,3.354930e+01,std,False,False,False
Fregata_minor,2.244761e+04,9.934800e-01,3.215700e-02,9.499999e+03,7.297343e+03,9.948000e-18,1.327000e+03,,,2.634000e+05,Fregatidae,Suliformes,Aves,Chordata,MA,MC,0iMc,Tnpf,Ms,biCvf biCic,Dg,O,1.021505e+01,,,,2.737619e+01,2.071877e+03,,,,,1.716114e+01,1.000000e+02,,,,1.460000e+03,,,,,,2.800000e-01,2.075413e-02,3.138500e+02,4.352980e+01,std,False,False,False
Fregetta_tropica,5.212794e+03,9.967800e-01,7.013100e-02,2.558350e+03,7.338738e+03,5.795000e-13,9.432000e+01,,,1.200000e+04,Oceanitidae,Procellariiformes,Aves,Chordata,MB MC,MC,0iMc,Tntfm,Ml,biCvf biCik,Dg,O,5.460612e+00,,,,1.566569e+01,1.633708e+03,,,,,1.020508e+01,9.000000e+00,,,,1.100000e+02,,,,,,2.800000e-01,1.530262e-02,3.105500e+02,2.295300e+01,std,False,False,False
Fulica_americana,1.365537e+04,6.102800e-01,1.277400e-02,5.497099e+03,7.402672e+03,9.324000e-13,1.640000e+03,,2.424000e+04,4.725000e+04,Rallidae,Gruiformes,Aves,Chordata,BSk Cfa Dfa,THn,0iFm,Tnffm,Ms,biCi biHl,Dg,O,4.695335e+00,,,1.202210e+01,2.667562e+01,1.104374e+03,,,,7.326763e+00,2.198029e+01,2.050000e+01,,,,5.380000e+02,,,,,,2.800000e-01,4.038488e-01,3.135500e+02,,std,False,False,False
Fulmarus_glacialis,1.260193e+04,9.935500e-01,2.409700e-02,6.109719e+03,7.324587e+03,8.838000e-15,1.165000e+03,,,3.431000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MC ME,MN MC,0iMc,Tncfm,Ml,biCvf biCic biCik biCij bjSv,Dg,O,2.433136e+01,,,,3.251042e+01,2.872703e+03,,,,,8.179064e+00,6.500000e+01,,,,7.060000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,1.992400e-05,std,False,False,False
Fulmarus_glacialoides,8.837166e+03,9.941100e-01,3.520100e-02,3.330597e+03,7.318193e+03,3.634000e-13,1.125000e+03,,,3.972000e+04,Procellariidae,Procellariiformes,Aves,Chordata,MC ME,MS MC,0iMc,Tncfm,Ml,biCvf biCic biCik bjSv,Dg,O,1.843341e+01,,,,2.661248e+01,1.408188e+03,,,,,8.179064e+00,6.000000e+01,,,,7.450000e+02,,,,,,2.800000e-01,1.775331e-02,3.121500e+02,3.751300e-08,std,False,False,False
Fundulopanchax_gardneri,7.774560e+02,8.275000e-01,2.169500e-02,2.076847e+03,5.229303e+03,9.324000e-07,5.980000e-01,,,7.159000e+02,Nothobranchiidae,Cyprinodontiformes,Actinopterygii,Chordata,Am,TPa,0iFp 0iFm,Fs,,biCi,D,O,1.014602e+01,,,,7.863162e+01,2.116169e+02,,,,,6.848561e+01,2.400000e-03,,,,2.600000e-01,6.000000e-01,,,,3.000000e+00,2.000000e-01,1.587775e+00,2.966500e+02,7.023000e+00,std,False,False,False
Furcifer_pardalis,3.855506e+02,7.271700e-01,1.911700e-02,1.567137e+02,7.830261e+03,4.669000e-13,7.912000e+02,,,2.454000e+04,Chamaeleonidae,Squamata,Reptilia,Chordata,Am Aw,TPam,0iTf 0iTh,Tt,,biCi,Dg,Os,1.270011e+02,,,,2.399791e+02,1.004367e+03,,,,,1.129780e+02,6.900000e-01,,,8.765556e+00,2.260000e+01,3.000000e+00,,,7.000000e+00,9.200000e+00,3.000000e-01,1.553217e-01,3.001500e+02,1.852519e+02,std,False,False,False
Galeocerdo_cuvier,9.539094e+02,9.769000e-01,2.173000e-02,1.974230e+01,5.221196e+03,1.815000e-09,1.497000e+04,,,3.103000e+06,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MA MB,MC,0iMcp,Mv,Mo,biCi biCvf biCvr biCva biCvm,D,O,2.911215e+02,,,,1.769145e+03,5.764292e+03,,,,,1.478024e+03,9.290000e+02,,,1.590000e+05,1.144000e+06,6.200000e+01,,,3.000000e+02,5.500000e+02,2.000000e-01,2.368027e-02,2.991500e+02,,std,False,False,False
Galeorhinus_galeus,6.412877e+02,5.879000e-01,4.693900e-02,1.796070e+01,5.236619e+03,2.147000e-09,1.027000e+05,,,2.317000e+07,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MC,MC,0iMpe,Mv,Mo,biCi biCvf biSvm,D,O,7.641575e+02,,,,1.371934e+04,4.191383e+04,,,,,1.295518e+04,1.400000e+02,,,1.640000e+04,3.490000e+04,3.200000e+01,,,1.550000e+02,1.990000e+02,2.000000e-01,2.624432e-02,2.854500e+02,,std,False,False,False
Galerida_cristata,1.633458e+03,9.370800e-01,4.304400e-02,8.553679e+02,7.330459e+03,3.345000e-12,4.157000e+02,,2.673000e+03,7.013000e+03,Alaudidae,Passeriformes,Aves,Chordata,B C D,THp,0iTi 0iTs 0iTg,Tnsf,Ml,biCi xiHs xiHl,Dg,O,2.347667e+00,,,3.807063e+00,6.725855e+00,5.149236e+02,,,,1.459396e+00,4.378188e+00,3.000000e+00,,,,3.900000e+01,,,,,,2.800000e-01,2.027485e-01,3.147500e+02,,std,False,False,False
Gallinago_delicata,1.250115e+03,9.885500e-01,9.423800e-02,3.719381e+02,7.321306e+03,2.826000e-13,5.584000e+02,,,7.547000e+03,Scolopacidae,Charadriiformes,Aves,Chordata,BSk Dfa Dfb,THn,0iTg 0iTh 0iFm,Tnsfm,Ms,biCi,Dg,O,2.440413e+00,,,,4.945048e+00,4.313109e+02,,,,,2.504635e+00,1.090000e+01,,,,1.110000e+02,,,,,,2.800000e-01,8.532128e-02,3.141500e+02,1.154470e+01,std,False,False,False
Gallinago_gallinago,3.411441e+03,9.926900e-01,9.423800e-02,1.307631e+03,7.321246e+03,5.528000e-14,2.881000e+02,,,9.910000e+03,Scolopacidae,Charadriiformes,Aves,Chordata,Cfb Dfb Dfc Dwb,THp,0iTg 0iTh 0iFm,Tnsfm,Ms,biCi,Dg,O,2.440413e+00,,,,4.945048e+00,4.313109e+02,,,,,2.504635e+00,1.110000e+01,,,,1.110000e+02,,,,,,2.800000e-01,8.532128e-02,3.141500e+02,1.350020e+01,std,False,False,False
Gallinula_chloropus,3.669622e+03,9.669500e-01,2.956100e-02,1.402395e+03,7.322567e+03,1.372000e-12,1.015000e+03,,,5.112000e+04,Rallidae,Gruiformes,Aves,Chordata,Aw BSk Cfb Dfb,THp TPa TPi,0iFm,Tnffm,Ms,biCi biHl,Dg,O,4.823992e+00,,,,1.139479e+01,9.913137e+02,,,,,6.570793e+00,1.390000e+01,,,,3.200000e+02,,,,,3.350000e+01,2.800000e-01,2.626817e-01,3.127500e+02,1.013400e-01,std,False,False,False
Gallinula_melanops,8.737227e+03,9.775400e-01,2.168000e-02,6.622975e+03,7.324965e+03,6.125000e-13,6.008000e+02,,,5.134000e+04,Rallidae,Gruiformes,Aves,Chordata,Am BSh Cwa Cfa Dfb,TN,0iFm,Tnffm,,biCi biHl,Dg,O,4.263063e+00,,,,1.302412e+01,9.913137e+02,,,,,8.761058e+00,1.050000e+01,,,,1.400000e+02,,,,,,2.800000e-01,1.069490e-01,3.127500e+02,8.320200e-01,std,False,False,False
Gallotia_atlantica,6.954584e+01,8.414900e-01,4.004200e-02,3.084170e+01,7.784743e+03,1.096000e-08,6.122000e+02,,,8.116000e+03,Lacertidae,Squamata,Reptilia,Chordata,BWh,THp,0iTg,Tt,,biCi,Dg,O,3.878362e+01,,,,5.166533e+02,1.267393e+03,,,,,4.778696e+02,6.000000e-01,,,7.555750e+00,7.800000e+00,2.450000e+00,,,5.700000e+00,7.300000e+00,3.000000e-01,9.850225e-03,2.971500e+02,,std,False,False,False
Gallotia_bravoana,1.381136e+02,7.059700e-01,7.308000e-02,1.994030e+01,7.849680e+03,1.491000e-09,9.566000e+03,,,2.016000e+05,Lacertidae,Squamata,Reptilia,Chordata,BWh,THp,0iTg,Tt,,biCi,Dg,O,4.155388e+01,,,,7.687468e+02,2.763333e+03,,,,,7.271929e+02,3.500000e+00,,,4.729267e+01,1.592000e+02,5.500000e+00,,,1.310000e+01,1.550000e+01,3.000000e-01,2.769139e-02,2.971500e+02,,std,False,False,False
Gallotia_caesaris,6.653938e+01,7.298700e-01,5.171800e-02,2.407550e+01,7.806065e+03,9.015000e-09,2.073000e+03,,,1.441000e+04,Lacertidae,Squamata,Reptilia,Chordata,BWh,THp,0iTg,Tt,,biCi,Dg,O,3.878362e+01,,,,5.166533e+02,1.267393e+03,,,,,4.778696e+02,9.400000e-01,,,4.429102e+00,9.300000e+00,3.400000e+00,,,5.700000e+00,7.700000e+00,3.000000e-01,9.889784e-03,2.971500e+02,,std,False,False,False
Gallotia_galloti,4.628610e+01,7.115700e-01,7.182800e-02,1.226020e+01,7.808599e+03,3.500000e-09,3.172000e+03,,,4.011000e+04,Lacertidae,Squamata,Reptilia,Chordata,BWh,THp,0iTg,Tt,,biCi,Dg,O,4.247460e+01,,,,1.255982e+03,2.427015e+03,,,,,1.213508e+03,1.160000e+00,,,5.811559e+00,2.072000e+01,4.500000e+00,,,7.700000e+00,1.020000e+01,3.000000e-01,9.723878e-03,2.991500e+02,,std,False,False,False
Gallotia_intermedia,1.245182e+02,6.257300e-01,7.161900e-02,1.918610e+01,7.843371e+03,1.522000e-09,9.509000e+03,,,1.597000e+05,Lacertidae,Squamata,Reptilia,Chordata,BWh,THp,0iTg,Tt,,biCi,Dg,O,3.878362e+01,,,,7.659765e+02,2.597118e+03,,,,,7.271929e+02,2.550000e+00,,,2.989958e+01,8.350000e+01,5.040000e+00,,,1.145000e+01,1.540000e+01,3.000000e-01,2.927376e-02,2.971500e+02,,std,False,False,False
Gallotia_simonyi,1.497214e+02,5.922300e-01,7.542600e-02,2.094670e+01,7.807074e+03,1.250000e-09,1.341000e+04,,,2.337000e+05,Lacertidae,Squamata,Reptilia,Chordata,BWh,THp,0iTg,Tt,,biCi,Dg,O,3.878362e+01,,,,7.659765e+02,2.763333e+03,,,,,7.271929e+02,3.950000e+00,,,5.998518e+01,8.935000e+01,5.290000e+00,,,1.310000e+01,1.650000e+01,3.000000e-01,3.402086e-02,2.971500e+02,,std,False,False,False
Gallotia_stehlini,1.155987e+02,5.945000e-01,6.154800e-02,1.674670e+01,7.849282e+03,1.147000e-09,8.602000e+03,,,1.453000e+05,Lacertidae,Squamata,Reptilia,Chordata,BWh,THp,0iTg,Tt,,biCi,Dg,O,3.878362e+01,,,,7.659765e+02,3.012656e+03,,,,,7.271929e+02,2.120000e+00,,,3.688281e+01,8.800000e+01,5.210000e+00,,,1.350000e+01,1.700000e+01,3.000000e-01,3.876795e-02,2.971500e+02,,std,False,False,False
Gallus_gallus,2.096896e+04,9.913600e-01,1.776000e-02,1.194151e+04,7.322710e+03,4.362000e-14,3.863000e+02,,,3.278000e+04,Phasianidae,Galliformes,Aves,Chordata,A,TPi,0iTf,Tnsf,,bxCi biHs,Dg,O,3.724853e+00,,,,9.119451e+00,1.172041e+03,,,,,5.394597e+00,2.665000e+01,,,,9.593000e+02,,,,,5.700000e+01,2.800000e-01,1.279815e-01,3.141500e+02,4.236100e+00,std,False,False,False
Gallus_gallus_IR,2.290649e+04,8.235900e-01,5.171700e-02,5.064987e+03,7.341302e+03,4.614000e-12,1.264000e+04,,2.696000e+06,2.708000e+06,Phasianidae,Galliformes,Aves,Chordata,A,TPi,0iTf,Tnsf,,bxCi biHs,Dg,O,3.724853e+00,,,9.119451e+00,2.710144e+01,4.688162e+02,,,,5.394597e+00,2.337659e+01,3.960000e+01,,,,4.200000e+03,,,,,,2.800000e-01,6.655060e+00,3.141500e+02,1.124470e+01,std,False,False,False
Gambelia_sila,7.368206e+02,8.549300e-01,3.111500e-02,3.972818e+02,7.855356e+03,9.026000e-09,2.179000e+03,,,5.000000e+04,Crotaphytidae,Squamata,Reptilia,Chordata,Csa,THn,0iTa,Tns,,biCi,Dg,O,3.859883e+01,,,,2.122936e+02,1.154801e+03,,,,,1.736947e+02,3.300000e+00,,,2.467882e+01,1.680000e+01,4.500000e+00,,,8.800000e+00,1.120000e+01,3.000000e-01,1.246968e-02,2.981500e+02,,std,False,False,False
Garrulax_strepitans,1.680684e+03,9.799300e-01,4.440100e-02,6.280087e+02,7.332183e+03,1.201000e-12,2.622000e+02,,1.972000e+03,6.150000e+03,Leiothrichidae,Passeriformes,Aves,Chordata,Aw,TPi,0iTf,Tnpf,,biHn biHs,Dg,O,3.062175e+00,,,4.886420e+00,8.534910e+00,4.438996e+02,,,,1.824245e+00,5.472735e+00,6.200000e+00,,,,1.250000e+02,,,,,,2.800000e-01,9.011046e-02,3.147500e+02,,std,False,False,False
Garrulus_glandarius,1.534672e+03,9.685000e-01,3.971100e-02,5.163377e+02,7.331005e+03,6.678000e-14,4.080000e+02,,4.719000e+03,1.401000e+04,Corvidae,Passeriformes,Aves,Chordata,BSk Cwa Cfa Dw Df,TH,0iTf 0iTi,Tnpfm,,bxCi xiO,Dg,O,3.368392e+00,,,6.043952e+00,1.139507e+01,7.945803e+02,,,,2.675559e+00,8.026678e+00,6.600000e+00,,,,1.635000e+02,,,,,,2.800000e-01,1.284074e-01,3.147500e+02,,std,False,False,False
Gasterosteus_aculeatus,1.947187e+02,9.844000e-01,7.262000e-02,1.161000e+02,5.224000e+03,3.887000e-09,1.849000e-01,,,7.879000e+01,Gasterosteidae,Perciformes,Actinopterygii,Chordata,MC,MA MP TH,piMc 0iFe 0iFl 0iFp,Fnm,Ma,biCi,D,O,9.649475e+00,,,,1.220000e+02,2.920000e+03,,,,,,3.416622e-03,,,8.310000e-01,7.213263e+00,,,,4.500000e+00,8.000000e+00,2.000000e-01,4.383562e-01,2.931500e+02,,std,False,False,False
Gavia_immer,4.865910e+03,9.965700e-01,4.484900e-02,7.927189e+02,7.310035e+03,1.554000e-12,4.721000e+02,,,4.706000e+04,Gaviidae,Gaviiformes,Aves,Chordata,Dfb Dfc,THn,0iFl xiMc,Tnsfm,Ml,biCvf,Dg,O,4.345662e+00,,,,1.568833e+01,1.357570e+03,,,,,1.134266e+01,7.960000e+01,,,,4.040000e+03,,,,,8.000000e+01,2.800000e-01,3.550662e-02,3.121500e+02,3.697500e+00,std,False,False,False
Gavia_stellata,2.447840e+04,9.978900e-01,4.826100e-02,8.342470e+03,7.320150e+03,2.802000e-13,1.933000e+02,,,3.720000e+04,Gaviidae,Gaviiformes,Aves,Chordata,Dfb Dfc,TH,0iFl xiMc,Tnsfm,Ml,biCvf,Dg,O,4.611723e+00,,,,1.217350e+01,1.295533e+03,,,,,7.561777e+00,5.500000e+01,,,,1.614000e+03,,,,,,2.800000e-01,3.550662e-02,3.121500e+02,1.572030e+01,std,False,False,False
Gavialis_gangeticus,9.252394e+02,7.407000e-01,2.841000e-02,1.983000e+01,7.847000e+03,4.661000e-11,6.813000e+04,,,6.256000e+07,Gavialidae,Crocodilia,Reptilia,Chordata,Aw BWh BSh Cfa,TPi,0bTd biFc biFr,Tt,,bpCi bpCva biCvf,Dtfm,O,2.172184e+01,,,,4.429494e+03,2.768433e+04,,,,,,1.300000e+02,,,6.929501e+04,1.353418e+05,3.700000e+01,,,3.000000e+02,3.750000e+02,3.000000e-01,1.336496e-01,2.951500e+02,,std,False,False,False
Gelochelidon_nilotica,4.123822e+03,9.921500e-01,6.335200e-02,1.470211e+03,7.325056e+03,1.728000e-12,5.112000e+02,,,1.832000e+04,Laridae,Charadriiformes,Aves,Chordata,B MA,THp MC,0iFm xiMc,Tnsfm,Ml,biCvf biCii,Dg,O,6.727480e+00,,,,1.042372e+01,7.709310e+02,,,,,3.696245e+00,2.100000e+01,,,,2.400000e+02,,,,,,2.800000e-01,6.226238e-02,3.138500e+02,2.549100e+00,std,False,False,False
Geochelone_elegans,1.110786e+02,5.450200e-01,4.020600e-02,3.455600e+00,7.857163e+03,2.394000e-10,1.407000e+05,,,2.069000e+07,Testudinidae,Testudines,Reptilia,Chordata,Am,TPi,0iTh 0iTf 0iTi,Tt,,biH,Dtmf,O,5.766593e+01,,,,1.676748e+03,3.934369e+03,,,,,1.619082e+03,3.500000e+01,,,,6.600000e+03,3.500000e+00,,,,3.800000e+01,3.000000e-01,1.729375e-01,3.021500e+02,,std,False,False,False
Geococcyx_californianus,7.952457e+03,9.928100e-01,8.120000e-02,3.031283e+03,7.321937e+03,3.470000e-12,2.510000e+02,,,1.260000e+04,Cuculidae,Cuculiformes,Aves,Chordata,BWh BSh BSk Cfa,THn,0iTh 0iTf 0iTi,Tnpfm,Ml,biCi,Dg,O,4.006772e+00,,,,6.659393e+00,4.841033e+02,,,,,2.652621e+00,1.400000e+01,,,,2.863000e+02,,,,,,2.800000e-01,1.320710e-01,3.126500e+02,1.227250e+01,std,False,False,False
Geocrinia_rosea,1.956589e+02,8.177000e-01,2.058400e-02,1.831978e+02,7.316238e+03,4.468000e-08,1.222000e+01,,,6.101000e+03,Myobatrachidae,Anura,Amphibia,Chordata,Csb,TA,0bFp biTf,Fpf,,biCi,Dg,O,1.195029e+02,,,,1.372910e+03,3.008176e+03,,,,,1.253407e+03,1.500000e-02,,,,1.600000e+00,,,,,,2.800000e-01,8.219178e-02,2.901500e+02,4.281340e+01,std,False,False,False
Geocrinia_vitellina,3.223141e+01,6.374000e-01,2.236000e-02,1.890000e+01,7.322000e+03,8.325000e-09,4.544000e+01,,,1.200000e+03,Myobatrachidae,Anura,Amphibia,Chordata,Csb,TA,0bFp biTg biTf,Fpf,,biCi,Dg,O,1.396923e+02,4.014148e+01,,,9.125000e+02,2.920000e+03,,,,,,2.080000e-02,,,,1.567753e+00,5.800000e-01,,,,2.450000e+00,2.800000e-01,8.219178e-02,2.881500e+02,,std,False,False,False
