Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,d_V,T_typical,f,t_0,model,completeness
Lateolabrax_japonicus,811.961301108292,0.44934,0.030834,32.5884,5181.3436,2.439e-10,1.134,3.147,NaN,4403000,0.002,0.95,0.8,0.1,Lateolabracidae,Moroniformes,Actinopterygii,Chordata,MB,MPW,0jMp jiMd,Mp,,bjPz jiCi jiCvf,D,O,3.60554155480744,NaN,NaN,NaN,NaN,11697.9792667086,NaN,NaN,NaN,NaN,NaN,0.0014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,102,34193.9399002325,NaN,NaN,NaN,0.2,295.55,1,NaN,abj,2.8
Laternula_elliptica,75.3947966323411,0.65743,0.020238,41.2541,2342.55,1.346e-06,0.0003844,0.009032,NaN,1950,0.002,0.95,0.8,0.1,Laternulidae,Anomalodesmata,Bivalvia,Mollusca,ME,MS,0jMp jiMb,Mp,,biPp,D,O,NaN,NaN,NaN,NaN,NaN,45554.9627229145,NaN,NaN,NaN,NaN,9761.77772633883,9e-07,NaN,NaN,NaN,NaN,NaN,0.06,NaN,NaN,9,NaN,NaN,0.15,NaN,0.09,273.65,1,NaN,abj,2.4
Lates_calcarifer,964.417096844227,0.90279,0.017212,180.2099,5242.1952,3.286e-11,0.01486,0.6143,NaN,1572000,0.002,0.95,0.8,0.1,Latidae,Centropomiformes,Actinopterygii,Chordata,MA,MIN MPSW,0iMm jiMr,Mp,Ma,bjPz jiCvf jiCi,Hsm,O,0.89426787739562,NaN,NaN,NaN,NaN,5192.85096987684,NaN,NaN,NaN,NaN,NaN,0.000344,NaN,NaN,NaN,60000,NaN,NaN,NaN,100,200,321499.694423081,NaN,NaN,NaN,0.2,303.15,1,NaN,abj,2.5
Lates_longispinis,173.124934987441,0.78431,0.02141,21.2464,5214.4423,4.809e-10,0.1729,0.2995,NaN,64170,0.002,0.95,0.8,0.1,Latidae,Centropomiformes,Actinopterygii,Chordata,MA,MIN MPSW,0iMm jiMr,Mp,Ma,bjPz jiCvf jiCi,Hsm,O,1.16417649950127,NaN,NaN,NaN,NaN,3862.94929379968,NaN,NaN,NaN,NaN,NaN,0.000344,NaN,NaN,89.4,1200,NaN,NaN,NaN,25,57,4918.52171875422,NaN,NaN,NaN,0.2,300.15,1,NaN,abj,2.5
Lates_mariae,33.6253906605338,0.58483,0.016482,5.9379,5241.4939,3.068e-11,0.8315,77.57,NaN,1628000,0.002,0.95,0.8,0.1,Latidae,Centropomiformes,Actinopterygii,Chordata,MA,TPa,0iFl,Fp,,bjPz jiCvf jiCi,Hsm,O,0.89426787739562,NaN,NaN,NaN,NaN,5192.85096987684,NaN,NaN,NaN,NaN,NaN,0.000344,NaN,NaN,906.7,4900,NaN,NaN,NaN,45.5,80,26286.1385377361,NaN,NaN,NaN,0.2,303.15,1,NaN,abj,2.5
Lates_niloticus,417.771731418994,0.67421,0.025292,17.2016,5232.1815,8.988e-11,0.1884,1.77,NaN,3991000,0.002,0.95,0.8,0.1,Latidae,Centropomiformes,Actinopterygii,Chordata,BWh,TPa,0iFr,Fp,Mp,bjPz jiCvf jiCi,Hsm,O,0.89426787739562,NaN,NaN,NaN,NaN,5192.85096987684,NaN,NaN,NaN,NaN,NaN,0.000344,NaN,NaN,NaN,200000,NaN,NaN,NaN,75.7,200,1071665.64807693,NaN,NaN,NaN,0.2,301.15,1,NaN,abj,2.5
Latimeria_chalumnae,716.313234750717,0.72528,0.047828,19.0595,5229.3833,2.5039e-09,125604.5794,NaN,NaN,27455438.993,0.002,0.95,0.8,0.1,Latimeriidae,Coelacanthiformes,Sarcopterygii,Chordata,MA,MIW,0iMdb,Mv,,biCic biCvf,D,O,755.216232105976,NaN,NaN,NaN,10328.9526826672,30986.8580480016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80000,36,NaN,NaN,150,199,0.0231721714338686,NaN,NaN,NaN,0.2,287.15,1,NaN,std,2.5
Latonopsis_australis,166.924215566282,0.66398,0.020725,2373.1739,4447.0633,8.62e-06,0.01214,NaN,NaN,0.09341,0.002,0.95,0.8,0.1,Sididae,Ctenopoda,Branchiopoda,Arthropoda,A,TPi,0iFp 0iFl 0iFm,Fbf,,biPp biD,D,Apf,0.931526534785889,NaN,NaN,NaN,NaN,20.4048669524528,NaN,NaN,NaN,NaN,0.931526534785889,NaN,NaN,NaN,NaN,0.000311764705882353,0.056,NaN,NaN,0.09,0.165,9.01745649352944,NaN,NaN,NaN,0.17,302.15,1,0.89516,std,2.6
Latris_lineata,1541.7408702671,0.91989,0.033665,232.3485,5228.8747,3.51e-10,0.05126,0.5257,NaN,419500,0.002,0.95,0.8,0.1,Latridae,Centrarchiformes,Actinopterygii,Chordata,MB,MAS MIS,0iMc,Mp,,biCi,D,O,15.5961357101536,NaN,NaN,NaN,NaN,18931.0647265213,NaN,NaN,NaN,NaN,NaN,0.0012,NaN,NaN,NaN,25000,NaN,NaN,NaN,51.9,120,5337.7874651939,NaN,NaN,NaN,0.2,297.15,1,204.9868,abj,2.5
Lavinia_exilicauda,236.155149590708,0.82826,0.020158,73.2302,5224.3519,2.447e-07,0.3808,1.611,NaN,38190,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,Csa,THn,0iFr 0iFl,Fh,Mp,bpCi jiHa,D,O,NaN,NaN,NaN,NaN,NaN,3069.75315759034,NaN,NaN,NaN,NaN,NaN,0.0012,NaN,NaN,46.4,292,NaN,NaN,NaN,20,36,NaN,NaN,NaN,NaN,0.2,289.15,1,NaN,abj,2.5
Lefua_echigonia,98.5543662815445,0.6578,0.025168,63.7642,5201.4721,1.99e-08,0.3929,0.6825,NaN,914,0.0017708,0.95,0.8,0.1,Nemacheilidae,Cypriniformes,Actinopterygii,Chordata,Cfb Dfa Dfb,THp,0iFm 0iFp,Fh,Mp,biCi,D,O,NaN,NaN,NaN,NaN,NaN,9282.00945323323,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,0.36,3.1,NaN,NaN,NaN,3.7,7.54,7.75694103337937,NaN,NaN,NaN,0.2,286.15,1,-7.989,abj,2.5
Leiognathus_bindus,76.5775150104154,0.97932,0.025846,29.0674,5204.9647,6.356e-09,0.01747,0.03446,NaN,1845,0.002,0.95,0.8,0.1,Leiognathidae,Acanthuriformes ,Actinopterygii,Chordata,MA,MI MPSW,0iMc 0iMr,Fpe,Mo,biPz,D,O,1.19444854729137,NaN,NaN,NaN,NaN,807.358740298796,NaN,NaN,NaN,NaN,NaN,0.000268,NaN,NaN,NaN,53.3,NaN,NaN,NaN,9.3,14,64.7110105981693,NaN,NaN,NaN,0.2,301.15,1,NaN,abj,2.2
Leiognathus_equula,333.766621897928,0.99087,0.028761,110.0051,5205.8059,6.444e-09,0.003574,0.01745,NaN,692,0.002,0.95,0.8,0.1,Leiognathidae,Acanthuriformes ,Actinopterygii,Chordata,MA,MC,0iMc 0iMr,Fpe,Mo,biPz,D,O,1.19444854729137,NaN,NaN,NaN,NaN,807.358740298796,NaN,NaN,NaN,NaN,NaN,0.000268,NaN,NaN,NaN,445,NaN,NaN,NaN,10.7,28,NaN,NaN,NaN,NaN,0.2,301.15,1,NaN,abj,2.2
Leiosolenus_patagonicus,15.492111153031,0.90119,0.017563,10.4933,2359.8968,2.528e-09,0.000179,0.0001969,NaN,88.72,0.0022221,0.95,0.8,0.1,Mytilidae,Mytiloida,Bivalvia,Mollusca,MC,MASW,0jMp jiMb,Mp,,biPp,D,O,NaN,NaN,NaN,NaN,NaN,6011.06810051166,NaN,NaN,NaN,NaN,NaN,9.7e-07,NaN,NaN,0.392222222222222,3.74444444444444,NaN,NaN,NaN,1.7,3.7,NaN,NaN,0.12,NaN,0.09,292.15,1,NaN,abj,2.5
Leiostomus_xanthurus,94.9864416411428,0.57789,0.02231,28.8206,5216.8616,1.967e-08,0.5296,24.9,NaN,298400,0.002,0.95,0.8,0.1,Sciaenidae,Sciaeniformes,Actinopterygii,Chordata,MB,MAW,0iMc,Mp,,biCi,D,O,NaN,NaN,NaN,NaN,NaN,1263.93054921644,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,98.5,609,NaN,NaN,NaN,20,36,6725.05305395892,NaN,NaN,NaN,0.2,297.15,1,NaN,abj,2.5
Leiothlypis_peregrina,824.514066342255,0.92475,0.04381,561.7545,7289.2333,1.658e-11,336,NaN,1659,3578,0.024766,0.95,0.8,0.1,Parulidae,Passeriformes,Aves,Chordata,Dfb Dfc,THn,0iTh 0iTi 0iTs,Tnsf,Ml,biCi,Dg,O,2.29663114981535,NaN,NaN,NaN,NaN,284.095756608007,NaN,NaN,NaN,1.39858784289045,4.19576352867134,1.34,NaN,NaN,NaN,9.5,NaN,NaN,NaN,NaN,NaN,0.135165693632601,NaN,NaN,NaN,0.28,314.75,1,NaN,std,2.5
Leipoa_ocellata,5192.85812247115,0.4419,0.025412,588.7984,7278.0057,4.258e-12,83520,NaN,105.6,1469000,0.025222,0.95,0.8,0.1,Megapodiidae,Galliformes,Aves,Chordata,B,TA,0iTf 0iTh,Tl,,biCi biHs,Dg,O,15.2987667732342,NaN,NaN,NaN,NaN,371.426172035418,NaN,NaN,NaN,NaN,33.1061135987733,114,NaN,NaN,NaN,1830,NaN,NaN,NaN,NaN,NaN,0.375579349283706,NaN,NaN,NaN,0.28,313.55,1,0.0015726,std,2.8
Lemiox_rimosus,12.0169639663203,0.99407,0.024787,8.5823,2359.2305,3.432e-09,7.425e-06,1.652e-05,NaN,13.57,0.002,0.95,0.8,0.1,Unionidae,Unionoida,Bivalvia,Mollusca,Cfa,THn,jiFr,Fbb,,bjTvf jiPp,D,O,NaN,NaN,NaN,NaN,NaN,7259.81563412588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.51,0.0254,NaN,NaN,2.5,5.2,NaN,NaN,NaN,NaN,0.09,290.15,1,NaN,abj,2.6
Lemmus_lemmus,1000.27566862566,0.96308,0.17825,285.9101,7842.4241,5.577e-20,749.6,NaN,6248,13330,0.002,0.95,0.8,0.1,Cricetidae,Rodentia,Mammalia,Chordata,Dfc,THp,0iTht,Tv,,bxM xiH,Dg,O,NaN,NaN,NaN,NaN,NaN,252.559123821614,3.98391311964356,NaN,NaN,2.93551493026367,5.03231130902344,3.8,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,0.228659329847809,NaN,NaN,NaN,0.3,310.95,1,14.5117,stx,2.5
Lemmus_sibiricus,9110.32561006161,0.98354,0.12184,4937.1148,7836.8826,7.855e-11,178.3,NaN,12220,26240,0.002,0.95,0.8,0.1,Cricetidae,Rodentia,Mammalia,Chordata,Dfc ET,THp,0iTd 0iTa 0iTh,Tv,,bxM xiH xiCii,Dg,O,NaN,NaN,NaN,NaN,NaN,252.559123821614,3.98391311964356,NaN,NaN,3.14519456813965,5.03231130902344,4.1,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,0.246952076235634,NaN,NaN,NaN,0.3,310.95,1,15.2296,stx,2.4
Lemmus_trimucronatus,828.418949195695,0.95051,0.19018,238.6846,7836.1723,6.29e-22,1108,NaN,6760,20400,0.002,0.95,0.8,0.1,Cricetidae,Rodentia,Mammalia,Chordata,Dfc ET,TH,0iTht,Tv,,bxM xiH,Dg,O,NaN,NaN,NaN,NaN,NaN,267.86573738656,3.98391311964356,NaN,NaN,2.7258352923877,6.2903891362793,3.8,NaN,NaN,NaN,58,NaN,NaN,NaN,NaN,NaN,0.228659329847809,NaN,NaN,NaN,0.3,310.95,1,14.4825,stx,2.6
Lemniscomys_rosalia,2379.44205585266,0.86764,0.044471,1181.4691,7879.1997,1.104e-10,937.1,NaN,19630,313700,0.002,0.95,0.8,0.1,Muridae,Rodentia,Mammalia,Chordata,BWk BSk,TPa,0iTh 0iTa,Tv,,bxM xiH,Dg,O,NaN,NaN,NaN,NaN,NaN,346.731879515266,4.74975177418172,NaN,NaN,3.95812647848477,29.2901359407873,2.6,NaN,NaN,NaN,42,NaN,NaN,NaN,NaN,NaN,0.348857451957124,NaN,NaN,NaN,0.3,311.65,1,15.484,stx,2.5
Lemniscomys_striatus,2385.79603810905,0.95148,0.023267,1629.9542,7844.696,2.294e-10,177.5,NaN,5994,73610,0.002,0.95,0.8,0.1,Muridae,Rodentia,Mammalia,Chordata,A,TPa,0iTf 0iTg,Tv,,bxM xiH,Dg,O,NaN,NaN,NaN,NaN,NaN,346.731879515266,4.94765809810596,NaN,NaN,5.93718971772715,33.2482624192721,1.7,NaN,15,NaN,42.3,NaN,NaN,NaN,NaN,NaN,0.125699431102011,NaN,NaN,NaN,0.3,311.65,1,12.9329,stx,2.1
Lemur_catta,1415.29325156462,0.90597,0.063525,160.4652,7837.4783,4.365e-13,15760,NaN,1048000,4065000,0.002,0.95,0.8,0.1,Lemuridae,Primates,Mammalia,Chordata,Am,TPam,0iTf,Tv,TW,bxM xiHs,Dg,O,NaN,NaN,NaN,NaN,NaN,3180.29155378505,31.5354482177812,NaN,NaN,35.5065787340944,138.989568070962,55,NaN,NaN,NaN,2555,NaN,NaN,NaN,NaN,NaN,0.0116111995945941,NaN,NaN,NaN,0.3,309.65,1,109.8409,stx,2.5
Leontocebus_nigricollis,2006.38857345478,0.58519,0.014799,416.0885,7815.2078,8.478e-14,46400,NaN,505900,3050000,0.002,0.95,0.8,0.1,Callitrichidae,Primates,Mammalia,Chordata,A,TN,0iTf,Tv,,bxM xiCii,Dg,O,NaN,NaN,NaN,NaN,NaN,1459.16332629341,27.7068853493934,NaN,NaN,16.2283185617876,168.220375335603,43.5,NaN,NaN,NaN,480,NaN,NaN,NaN,NaN,22.3,0.0348857451957124,NaN,NaN,NaN,0.3,311.65,1,88.1732,stx,2.5
Leontopithecus_rosalia,516.608496685626,0.46766,0.071733,34.3246,7818.4492,1.151e-13,265100,NaN,1492000,5890000,0.002,0.95,0.8,0.1,Callitrichidae,Primates,Mammalia,Chordata,Af,TN,0iTf,Tv,,bxM xiHn xiHs xiCii xiCvbe,Dg,O,NaN,NaN,NaN,NaN,NaN,2190.69743477072,24.3115373374937,NaN,NaN,24.8813389938412,103.893835340696,55.3,NaN,165,NaN,645.5,NaN,NaN,NaN,NaN,26.1,0.0557141794734809,NaN,NaN,NaN,0.3,312.15,1,103.1876,stx,2.5
Leopardus_pajeros,7646.73781220966,0.91272,0.04097,1327.1717,7828.2661,2.597e-12,23020,NaN,797600,8430000,0.002,0.95,0.8,0.1,Felidae,Carnivora,Mammalia,Chordata,A BWk BSk Cfa,TN,0iTg 0iTf,Tv,,bxM xiC,Dg,O,NaN,NaN,NaN,NaN,NaN,1272.6193557628,14.2311362120525,NaN,NaN,9.7839061457861,64.9295589674895,140,NaN,NaN,NaN,3935,NaN,NaN,NaN,NaN,NaN,0.0385032647650011,NaN,NaN,NaN,0.3,312.95,1,58.2104,stx,2.5
Leopardus_pardalis,9303.6938705361,0.92072,0.030571,1327.1717,7843.7098,3.274e-12,27870,NaN,1583000,14170000,0.002,0.95,0.8,0.1,Felidae,Carnivora,Mammalia,Chordata,A,TN,0iTf,Tv,,bxM xiCv,Dg,O,NaN,NaN,NaN,NaN,NaN,2122.8350764507,15.8805305437389,NaN,NaN,21.8615095796925,123.744393847316,217,NaN,3400,NaN,12000,NaN,NaN,NaN,NaN,NaN,0.0265682438667344,NaN,NaN,NaN,0.3,311.15,1,41.5033,stx,2.5
Leopardus_wiedii,2513.20887600851,0.85522,0.06204,252.9893,7825.8975,2.304e-12,37500,NaN,801400,12740000,0.002,0.95,0.8,0.1,Felidae,Carnivora,Mammalia,Chordata,A,TN,0iTf,Tv,,bxM xiCvm xiCvb,Dg,O,NaN,NaN,NaN,NaN,NaN,1748.00270370704,16.163038698661,NaN,NaN,11.1744465077163,131.499290153304,100,NaN,NaN,NaN,4000,NaN,NaN,NaN,NaN,NaN,0.0205949338199842,NaN,NaN,NaN,0.3,311.55,1,57.0649,stx,2.1
Lepadogaster_lepadogaster,84.0909792470539,0.9589,0.04848,48.84,5218,5.237e-09,0.6346,NaN,NaN,360.6,0.002,0.95,0.8,0.1,Gobiesocidae,Gobiesociformes,Actinopterygii,Chordata,MB,MAE,0iMi jiMi,Mnfm,,biCi,D,O,22.2500923692189,NaN,NaN,NaN,695.315386538092,4402.57319221426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3,0.52,NaN,NaN,4,6.5,0.27938206732717,NaN,NaN,NaN,0.2,290.15,1,NaN,std,2
Lepeophtheirus_salmonis,67.6864297492502,0.98026,0.018654,99.7239,4435.3519,6.812e-05,0.0006006,NaN,NaN,8.747,0.002,0.95,0.8,0.1,Caligidae,Siphonostomatoida,Hexanauplia,Arthropoda,MC,MAN MPN,0iMp,Mbf,,biTvf,D,O,8.83112507323055,NaN,NaN,NaN,NaN,337.188411886985,NaN,NaN,NaN,NaN,149.432341277053,NaN,NaN,NaN,0.18,0.18,0.07,NaN,NaN,1.8,1.8,9.57123814758997,NaN,NaN,NaN,0.17,293.15,1,10.7472,abp,2.5
Lepidion_lepidion,483.70922375,0.6,0.022,29.7475,5227.1993,1.008e-08,0.1638,NaN,NaN,147100,0.002,0.95,0.8,0.1,Moridae,Gadiformes,Actinopterygii,Chordata,MC,MAE MAm,0jMp 0iMdb,Mv,Mo,bjPz jiCi jiTie,D,O,NaN,NaN,NaN,NaN,NaN,20934.4133929344,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,155.7,5400,NaN,NaN,NaN,29.5,88.9,3296.00828572957,NaN,NaN,NaN,0.2,286.35,1,NaN,std,2.5
Lepidion_schmidti,622.263162916667,0.6,0.022,29.7475,5229.5713,2.022e-08,0.1324,NaN,NaN,38520,0.002,0.95,0.8,0.1,Moridae,Gadiformes,Actinopterygii,Chordata,MC,MC,0jMp 0iMdb,Mv,Mo,bjPz jiCi jiTie,D,O,NaN,NaN,NaN,NaN,NaN,64761.4493478365,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,57,14500,NaN,NaN,NaN,29.5,112,5.54528973048681,NaN,NaN,NaN,0.2,279.95,1,NaN,std,2.5
Lepidocephalichthys_guntea,232.843350202612,0.99451,0.013284,120.4249,5227.2277,3.189e-07,0.001534,0.001543,NaN,28.4,0.002,0.95,0.8,0.1,Cobitidae,Cypriniformes,Actinopterygii,Chordata,Cfb Dfb,THp,0iFm 0iFp,Fh,Mp,biCi,D,O,NaN,NaN,NaN,NaN,NaN,2662.05214560818,NaN,NaN,NaN,NaN,NaN,0.00027,NaN,NaN,1.9,32.8,NaN,NaN,NaN,6,15,1.8782502094292,NaN,NaN,NaN,0.2,289.15,1,30.455,abj,2.5
Lepidochelys_kempii,728.320681194978,0.6929,0.04241,20.17,7841,1.421e-09,13240,NaN,NaN,36480000,0.002,0.95,0.8,0.1,Cheloniidae,Testudines,Reptilia,Chordata,MA MB MC,MAW,0bTd biMcp,Tt,Mo,biCi biHa,Dtmf,O,22.3566969348905,NaN,NaN,NaN,4015,17610.292768857,NaN,NaN,NaN,NaN,NaN,14,NaN,NaN,44900,45000,3.8,NaN,NaN,65,70.5,0.603,NaN,NaN,NaN,0.3,293.15,1,NaN,std,1.7
Lepidochelys_olivacea,971.92299477798,0.89429,0.057564,32.385,7354.5181,3.273e-10,4785,NaN,NaN,25540000,0.002,0.95,0.8,0.1,Cheloniidae,Testudines,Reptilia,Chordata,MA,MC,0bTd biMcp,Tt,Mo,biCi biHa,Dtmf,O,22.3566969348905,NaN,NaN,NaN,6205,18250,NaN,NaN,NaN,NaN,NaN,17,NaN,NaN,44900,40000,NaN,NaN,NaN,NaN,NaN,0.178082191780822,NaN,NaN,NaN,0.3,293.15,1,NaN,std,2.5
Lepidochitona_cinerea,116.284244303557,0.99843,0.029375,69.8482,2610.5464,7.159e-07,6.32e-06,8.429e-06,NaN,0.3248,0.002,0.95,0.2,0.3,Tonicellidae,Chitonida,Polyplacophora,Mollusca,MC,MANE,0jMp jiMb,Mp,,bjPp jiHa jiD,D,O,NaN,NaN,NaN,NaN,NaN,4784.45654088809,NaN,NaN,NaN,NaN,399.797053416676,4.2e-06,4.3e-06,NaN,NaN,NaN,NaN,NaN,NaN,0.6,2.4,1.88109138897715,NaN,NaN,NaN,0.1,283.15,1,NaN,abj,2.5
Lepidocyrtus_cyaneus,66.2577032793022,0.26713,0.0042571,1138.739,4451.5092,4.534e-05,0.007657,0.0221,NaN,0.2071,0.002,0.95,0.8,0.1,Entomobryidae,Entomobryomorpha,Entognatha,Arthropoda,Cfb Dfb Dfc,TH,0iTf,Ts,,biD biF,D,O,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,5,NaN,34,2.06e-06,NaN,NaN,1.82e-05,3.91e-05,0.045,NaN,NaN,0.093,0.12,1.47,NaN,NaN,NaN,0.17,283.15,1,NaN,abj,2
Lepidogalaxias_salamandroides,49.693699886756,0.90071,0.02487,56.2837,5220.3934,2.896e-08,1.357,4.131,NaN,305.5,0.002,0.95,0.8,0.1,Lepidogalaxiidae,Lepidogalaxiiformes,Actinopterygii,Chordata,BWh,TA,0iFp,Ft,TW,biCi,D,O,NaN,NaN,NaN,NaN,NaN,1989.70104999711,NaN,NaN,NaN,NaN,NaN,0.0031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.32,7.2,NaN,NaN,NaN,NaN,0.2,292.15,1,NaN,abj,2.7
Lepidogobius_lepidus,42.9923389449121,0.95992,0.021171,22.22,5225.0611,5.494e-07,0.02449,NaN,NaN,156.9,0.002,0.95,0.8,0.1,Gobiidae,Gobiiformes,Actinopterygii,Chordata,MB,MPE,0iMcd,Ms,,biCi,D,O,30.4262107925772,NaN,NaN,NaN,NaN,7403.71129286046,NaN,NaN,NaN,NaN,NaN,0.00016,NaN,NaN,0.8,9.3,NaN,NaN,NaN,4.5,10,1.12426865867338,NaN,NaN,NaN,0.2,282.15,1,NaN,std,2.5
Lepidomeda_albivallis,100.505437085111,0.60709,0.023611,39.4414,5218.1096,1.937e-08,8.675,45.58,NaN,9737,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,BSk,THn,0iFr jiFc,Fh,Mp,bpO,D,O,NaN,NaN,NaN,NaN,NaN,9250.45799308487,NaN,NaN,NaN,NaN,NaN,0.0048,NaN,NaN,3.65,35.4,NaN,NaN,NaN,7,15,3.51333955835432,NaN,NaN,NaN,0.2,286.15,1,NaN,abj,2.3
Lepidomeda_aliciae,80.199154154706,0.52603,0.022879,28.4779,5220.5586,3.376e-07,12.83,84.92,NaN,13590,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,BWh,THn,0iFr jiFc,Fh,Mp,bpCi,D,O,NaN,NaN,NaN,NaN,NaN,3557.8684588788,NaN,NaN,NaN,NaN,NaN,0.0048,NaN,NaN,3.65,35.4,NaN,NaN,NaN,7.14,15,3.51333955835432,NaN,NaN,NaN,0.2,286.15,1,NaN,abj,2.5
Lepidomeda_copei,50.0047294419456,0.88486,0.022327,63.2663,5217.7944,3.286e-07,0.2483,18.58,NaN,911.6,0.002,0.95,0.8,0.1,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,BWk BSk,THn,0iFr jiFl,Fh,Mp,bpCi,D,O,NaN,NaN,NaN,NaN,NaN,11475.6522780481,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,1.47,35.4,NaN,NaN,NaN,5.3,15,1.79371067554699,NaN,NaN,NaN,0.2,279.15,1,NaN,abj,2.5
Lepidonotothen_squamifrons,1181.40194010372,0.58234,0.017809,238.401,5223.1701,4.92e-07,0.3563,2.051,NaN,1112000,0.002,0.95,0.8,0.1,Nototheniidae,Perciformes,Actinopterygii,Chordata,ME,MS,bjMp jiMd,Ms,,biCi,D,O,471.997446810898,NaN,NaN,NaN,NaN,42673.7162322408,NaN,NaN,NaN,NaN,NaN,0.0014,NaN,NaN,589,2040,NaN,NaN,NaN,37.5,55,80.1430084360951,NaN,NaN,NaN,0.2,274.85,1,NaN,abj,2.5
Lepidophanes_guentheri,61.1001248828304,0.97935,0.02415,173.5654,5224.85,4.749e-06,0.004899,0.181,NaN,37.2,0.002,0.95,0.8,0.1,Myctophidae,Myctophiformes,Actinopterygii,Chordata,MA MC,MA,0jMpe jiMp,Mpe,Mo,biPz,D,O,NaN,NaN,NaN,NaN,NaN,565.616681734915,NaN,NaN,41.8401381009389,NaN,NaN,6.5e-05,NaN,NaN,0.28,2.15,NaN,NaN,NaN,4.3,7,NaN,NaN,NaN,NaN,0.2,288.15,1,NaN,abj,2.5
Lepidopsetta_bilineata,137.641870072105,0.57555,0.025978,44.2124,5219.6616,8.198e-08,0.7271,154.4,NaN,1578000,0.002,0.95,0.8,0.1,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,MB MC,MPN,0jMp jiMcd,Mp,,bjPz jiCi,D,O,NaN,NaN,NaN,NaN,NaN,58963.183571742,NaN,NaN,NaN,NaN,NaN,0.0004,NaN,NaN,488,2600,NaN,NaN,NaN,34.7,60,NaN,NaN,0.18,NaN,0.2,278.25,1,NaN,abj,2.5
Lepidopsetta_polyxystra,117.748421899695,0.70106,0.022248,101.3253,5224.2487,1.54e-07,0.4332,1451,NaN,721500,0.002,0.95,0.8,0.1,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,MC,MPN,0jMp jiMcd,Mp,,bjPz jiCi,D,O,NaN,NaN,NaN,NaN,NaN,42988.2589735859,NaN,NaN,NaN,NaN,NaN,0.0004,NaN,NaN,383,3700,NaN,NaN,NaN,32.9,69,NaN,NaN,0.24,NaN,0.2,277.85,1,NaN,abj,2.5
Lepidopus_caudatus,2475.62547665608,0.95421,0.027259,515.4636,5228.5083,3.551e-07,0.006773,0.02758,NaN,136400,0.002,0.95,0.8,0.1,Trichiuridae,Scombriformes,Actinopterygii,Chordata,MB MC,MANE MAm,0jMp jiMp,Mp,Mo,bjPz jiCi jiCvf,D,O,3.29166666666667,NaN,NaN,NaN,NaN,6720.89093823297,NaN,NaN,NaN,NaN,NaN,0.00052,NaN,NaN,NaN,8000,NaN,NaN,NaN,111,210,NaN,NaN,0.04,NaN,0.2,281.65,1,NaN,abj,2.5
Lepidorhombus_boscii,399.497059053729,0.6235,0.18871,37.5832,5219.8049,8.898e-08,1.113,1.114,NaN,157100,0.002,0.95,0.8,0.1,Scophthalmidae,Pleuronectiformes,Actinopterygii,Chordata,MC,MAE MAm,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,34.0845506069704,NaN,NaN,NaN,NaN,28436.2536492438,NaN,NaN,NaN,NaN,NaN,0.0005236,NaN,NaN,49.3,423,NaN,NaN,NaN,20,40,66.9567807168097,NaN,NaN,NaN,0.2,280.15,1,NaN,abj,2.5
Lepidorhombus_whiffiagonis,960.665197740636,0.43198,0.12988,50.5116,5230.8486,1.568e-07,1.39,1.396,NaN,440000,0.002,0.95,0.8,0.1,Scophthalmidae,Pleuronectiformes,Actinopterygii,Chordata,MC,MAE MAm,0jMp jiMcd,Mp,Mo,bjPz jiCi,D,O,34.0845506069704,NaN,NaN,NaN,NaN,28436.2536492438,NaN,NaN,NaN,NaN,NaN,0.0005236,NaN,NaN,108,1461,NaN,NaN,NaN,25.8,60,360.103694611414,NaN,NaN,NaN,0.2,280.15,1,NaN,abj,2.5
