Row,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hj,E_Hx,E_Hp,k_J,kap_R,kap_X,kap_P,family,order,class,phylum,climate,ecozone,habitat,embryo,migrate,food,gender,reprod,ab,ah,aj,ax,ap,am,tg,tb,tj,tx,tp,Wwb,Wwj,Wwx,Wwp,Wwi,Lb,Lj,Lx,Lp,Li,Ri,Ni,GSI,NR,estim_z,estim_kap,estim_v,estim_p_M,estim_k_J,estim_E_Hb,estim_E_Hj,estim_E_Hp,d_V,T_typical,f,t_0,model,completeness
Falco_sparverius,1610.05035850278,0.870719395272807,0.020893579508839,632.843405090071,7321.73402306064,4.69853755875846e-12,2105.88864563973,NaN,11592.7588865014,28973.7754531374,0.0259827673154055,0.95,0.8,0.1,Falconidae,Falconiformes,Aves,Chordata,BSk BWk Cfb Csa Dfb Dwc,THp,0iTh 0iTg 0iTa,Tnwf,Ms,biCi biCv,Dg,O,6.12434973284092,NaN,NaN,NaN,NaN,873.339813908647,NaN,NaN,NaN,4.36318037569187,13.0895411270756,10.6,NaN,NaN,NaN,141,NaN,NaN,NaN,NaN,NaN,0.134311980436369,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Falco_tinnunculus,1918.27236323745,0.917277341146661,0.0246767255460188,728.898046381754,7322.46574550432,1.4698534205486e-12,1793.88823655427,NaN,9252.66708054344,22857.7959611848,0.0298357377114213,0.95,0.8,0.1,Falconidae,Falconiformes,Aves,Chordata,BSk BWk Cfb Csa Dfb Dwc,THp,0iTh 0iTg 0iTa,Tnpf,Ms,biCi biCv,Dg,O,5.71605975065153,NaN,NaN,NaN,NaN,1222.67573947211,NaN,NaN,NaN,3.94093711352814,11.8228113405844,14.6,NaN,NaN,NaN,184,NaN,NaN,NaN,NaN,NaN,0.0875947698498056,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.15,1,NaN,std,2.5
Faustina_faustina,31.2475269969903,0.846139377376428,0.0201747271191459,29.8993436628012,3914.52585686728,4.9454125871837e-09,0.967375844177889,0.967375847027553,NaN,468.367400292248,0.002,0.475,0.8,0.1,Helicidae,Pulmonata,Gastropoda,Mollusca,Cfa Dfa,THp,0iTf,Thw,,biD biO,Hh,O,17.4058409231983,NaN,NaN,NaN,NaN,2541.25277478695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3,NaN,NaN,1.8,2,0.251844289694344,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.15,294.65,1,0,abj,2.2
Fejervarya_limnocharis,45.9676053328792,0.52842,0.019468,14.9561,7325.9246,1.134e-08,9.093,7466,NaN,12000,0.002,0.95,0.8,0.1,Dicroglossidae,Anura,Amphibia,Chordata,Am Af,TPi,0iFp jiFm,Fpf,,bjO jiCi,D,O,30,NaN,NaN,NaN,NaN,1055.73109107567,NaN,NaN,NaN,NaN,211.146218215133,0.0019,1.4,NaN,NaN,6,NaN,NaN,NaN,NaN,4.55,4.26244906306115,NaN,NaN,NaN,1,1,0,1,0,1,1,1,0.28,299.15,1,NaN,std,2.5
Fejervarya_multistriata,44.4833696870859,0.58866,0.019468,15.764,7324.0148,1.16e-08,7.303,5407,NaN,9588,0.002,0.95,0.8,0.1,Dicroglossidae,Anura,Amphibia,Chordata,Cfa,THp,0iFp jiFm,Fpf,,bjO jiCi,D,O,30,NaN,NaN,NaN,NaN,1055.73109107567,NaN,NaN,NaN,NaN,211.146218215133,0.0019,1.4,NaN,NaN,6,NaN,NaN,NaN,NaN,4.9,4.26244906306115,NaN,NaN,NaN,1,1,0,1,0,1,1,1,0.28,299.15,1,NaN,std,2.3
Felis_catus,1896.88009143229,0.95393,0.066988,205.5282,7798.8203,1.33e-27,13240,NaN,230000,2287000,0.002,0.95,0.8,0.1,Felidae,Carnivora,Mammalia,Chordata,B,TPa,0iTi 0iTg 0iTa,Tv,,bxM xiC,Dg,O,NaN,NaN,NaN,NaN,NaN,2239.75685678678,13.2953603370905,NaN,NaN,11.4544642904164,59.113217498756,97.5,NaN,NaN,NaN,3900,NaN,NaN,NaN,NaN,NaN,0.0535772441711176,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,311.25,1,39.3624,stx,2.5
Felis_chaus,28577.0076452458,0.97335,0.041277,5101.4086,7816.4323,1.204e-09,3694,NaN,1747000,9757000,0.002,0.95,0.8,0.1,Felidae,Carnivora,Mammalia,Chordata,A B C,THp TPi,0iTh 0iTi 0iTs 0iTg,Tv,,bxM xiC,Dg,O,NaN,NaN,NaN,NaN,NaN,231.255963445853,10.6733521590394,NaN,NaN,16.0100282385591,59.5928828879699,131,NaN,2213,NaN,16000,NaN,NaN,NaN,NaN,NaN,0.0924078354360026,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,312.95,1,46.1553,stx,2.5
Felis_manul,2571.77065634021,0.91803,0.061958,294.9581,7850.5017,6.719e-12,15340,NaN,1157000,6026000,0.002,0.95,0.8,0.1,Felidae,Carnivora,Mammalia,Chordata,B Dw Df,THp,0iTh 0iTg 0iTd,Tv,,bxM xiC,Dg,O,NaN,NaN,NaN,NaN,NaN,1032.37998758308,12.8080225908473,NaN,NaN,16.0100282385591,64.9295589674895,79,NaN,NaN,NaN,3500,NaN,NaN,NaN,NaN,NaN,0.0631453542146018,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,312.95,1,52.413,stx,2.5
Felis_margarita,4629.88563151269,0.86581,0.042984,729.1813,7901.3933,1.119e-11,25300,NaN,541300,7435000,0.002,0.95,0.8,0.1,Felidae,Carnivora,Mammalia,Chordata,BWh,THp,0iTa 0iTd,Tv,,bxM xiC,Dg,O,NaN,NaN,NaN,NaN,NaN,902.520869648105,11.918576577594,NaN,NaN,8.00501411927953,48.7416415262798,93,NaN,NaN,NaN,2750,NaN,NaN,NaN,NaN,NaN,0.138611753154004,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,312.95,1,50.9752,stx,2.5
Felis_nigripes,1720.31571045255,0.61717,0.08764,142.0694,7805.7514,3.424e-22,135500,NaN,854100,16440000,0.002,0.95,0.28054,0.1,Felidae,Carnivora,Mammalia,Chordata,B,TPa,0iTi 0iTg 0iTa,Tv,,bxM xiC,Dg,O,NaN,NaN,NaN,NaN,NaN,1184.0814526518,13.7248640454898,NaN,NaN,6.65447953720719,92.5388560642875,82,NaN,NaN,NaN,1650,NaN,NaN,NaN,NaN,NaN,0.105398154595281,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,311.05,1,45.8534,stx,2.5
Felis_silvestris,1844.79373459836,0.9486,0.071852,156.1192,7839.841,1.101e-17,14640,NaN,530000,3583000,0.002,0.95,0.8,0.1,Felidae,Carnivora,Mammalia,Chordata,A B C D,T,0iT,Tv,,bxM xiC,Dg,O,NaN,NaN,NaN,NaN,NaN,1442.15048720412,13.3089590744144,NaN,NaN,18.0918662417821,63.2175556034683,100,NaN,NaN,NaN,6000,NaN,NaN,NaN,NaN,NaN,0.11211728695073,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,311.05,1,39.3675,stx,2.5
Fenneropenaeus_chinensis,123.339703313484,0.946704337770716,0.0169639153556735,222.715099924693,4439.32571804686,8.46396672667066e-07,0.000988734977709327,0.230692537949525,NaN,647.322377715539,0.002,0.95,0.899465038682028,0.1,Penaeidae,Decapoda,Malacostraca,Arthropoda,MB MC,MPE,0bMb bjMpe jiMb,Mbf,,bjP jiD jiS,D,O,5.02075776537136,NaN,NaN,NaN,NaN,992.171406368103,NaN,NaN,NaN,NaN,93.186073609458,1.15e-05,NaN,NaN,2.7,91.8,NaN,0.6,NaN,4,23.5,1988.39545562444,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.17,291.15,1,-2.23392994949607,abj,4.7
Feresa_attenuata,1292.58435225566,0.769406025270249,0.0197355172107782,39.5269346447683,7825.88820744355,4.93333515675186e-12,1826661.70645765,NaN,9933928.98903273,86045413.2350692,0.002,0.95,0.8,0.1,Delphinidae,Cetartiodactyla,Mammalia,Chordata,MA MB MC,MC,OiMc,Mv,,bxM xiCvf xiCic,Dg,O,NaN,NaN,NaN,NaN,NaN,3708.26546962683,76.1972356772637,NaN,NaN,92.7066367406708,927.066367406708,5000,NaN,NaN,NaN,170000,80,NaN,NaN,220,260,0.00539335712715644,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.3,308.65,1,0,stx,2
Ferosagitta_hispida,44.535831172825,0.59702,0.014514,629.2756,1827.5668,2.355e-08,0.00261,0.07647,NaN,1.185,0.002,0.475,0.028168,0.1,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,MA MB MC,MA,0iMp,Mp,,biPz,Hh,O,2.7341954664043,1.36709773320215,NaN,NaN,NaN,665.320896825047,NaN,NaN,NaN,NaN,13.6709773320215,NaN,NaN,NaN,NaN,NaN,0.13,NaN,NaN,0.76,1.2,37.3053065347002,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.07,294.15,1,NaN,abj,2.5
Ferrissia_californica,32.5045480808465,0.99893,0.020043,931.6472,3922.4916,1.515e-07,4.509e-05,0.002285,NaN,0.002807,0.002,0.475,0.8,0.1,Planorbidae,Pulmonata,Gastropoda,Mollusca,BSk Cfa Dfa Dfb,THn,0iFl 0iFp 0iFm,Fs,,biHa biHl,Hh,O,NaN,NaN,NaN,NaN,NaN,365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00157333333333333,0.06,NaN,NaN,0.215,0.3,NaN,3,NaN,NaN,1,1,1,1,0,1,1,1,0.15,293.15,1,NaN,abj,2.5
Ficedula_albicollis,1273.79799479806,0.9285,0.028342,1015.8219,7327.9017,1.424e-12,164.7,NaN,1107,2492,0.041112,0.95,0.8,0.1,Muscicapidae,Passeriformes,Aves,Chordata,Csa Cfa Dfb,THp,0iTd 0iThh 0iTg,Tnpf,Ml,biCi,Dg,O,2.44973989313637,NaN,NaN,NaN,NaN,665.849429550017,NaN,NaN,NaN,1.70262867830141,5.10788603490424,NaN,NaN,NaN,NaN,12.5,NaN,NaN,NaN,NaN,NaN,0.135165693632601,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Ficedula_hypoleuca,1895.41365360348,0.918645860153294,0.025401264871639,1626.74984577155,7323.62065825945,1.41330805280981e-12,190.450837077002,NaN,1092.60197533161,2289.70355074739,0.0664591123677433,0.95,0.8,0.1,Muscicapidae,Passeriformes,Aves,Chordata,BSk Cfb Dfa Dfb,THp,0iTd 0iThh 0iTg,Tnpf,Ml,biCi,Dg,O,2.65388488423107,NaN,NaN,NaN,NaN,665.849429550017,NaN,NaN,NaN,1.70262867830141,5.10788603490424,1.5,NaN,NaN,NaN,15.5,NaN,NaN,NaN,NaN,NaN,0.112638078027168,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Filimanus_heptadactyla,50.5923617142857,0.7,0.020713,20.478,5226.8631,6.383e-10,0.354,23.3,NaN,114900,0.002,0.95,0.8,0.1,Polynemidae,Polynemiformes,Actinopterygii,Chordata,MA,MPW,0jMp jiMcd,Mp,,bjPz jiCi,Hsm,O,NaN,NaN,NaN,NaN,NaN,1619.08183427071,NaN,NaN,NaN,NaN,NaN,0.00024,NaN,NaN,60.4,515,NaN,NaN,NaN,19,38,6989.47823191389,NaN,NaN,NaN,1,0,1,1,0,1,1,1,0.2,301.15,1,NaN,abj,2.1
Fistularia_commersonii,516.709390832761,0.97543,0.025799,236.061,5229.0537,1.286e-07,0.03748,0.3896,NaN,75930,0.002,0.95,0.8,0.1,Fistulariidae,Syngnathiformes,Actinopterygii,Chordata,MA MB,MPSW MI MAm,0iMcd 0iMr,Mbm,,biCi biPz,D,O,5.06227258061313,NaN,NaN,NaN,NaN,2374.41224691245,NaN,NaN,NaN,NaN,NaN,0.0014,NaN,NaN,354,5300,NaN,NaN,NaN,65,160,NaN,NaN,0.05,NaN,1,1,0,1,0,1,1,1,0.2,300.65,1,NaN,abj,2.5
Flavocaranx_bajad,158.155250522328,0.911338055436741,0.019609723263226,17.4485003534518,5230.2267862598,2.77397754560079e-09,0.0973422003968648,0.20241887685879,NaN,73296.6772991575,0.002,0.95,0.8,0.1,Carangidae,Carangiformes,Actinopterygii,Chordata,MA,MI MPW,0iMdb,Mp,Mda,biPz,D,O,2.31742528709023,NaN,NaN,NaN,NaN,1860.89250553345,NaN,NaN,NaN,NaN,NaN,0.000523,NaN,NaN,290,3200,NaN,NaN,NaN,24.7,55,3073.79388276932,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,301.65,1,NaN,abj,2.5
Flustra_foliacea,28.736,0.8,0.002496,17.96,1831,4.697e-07,2.045e-08,NaN,NaN,0.4716,0.002,0.475,0.8,0.1,Flustridae,Cheilostomata,Gymnolaemata,Bryozoa,MC,MAN,0jMp jiMb,Ms,,biP,Hh,Ob,NaN,NaN,NaN,NaN,NaN,11482.6956981314,NaN,NaN,NaN,NaN,956.891308177618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,NaN,NaN,NaN,NaN,1,0,1,1,0,0,0,1,0.07,283.15,1,NaN,std,1.5
Folsomia_candida,87.9625305252336,0.3745,0.0034827,1869.6843,4432.4793,0.0002932,0.003323,0.05948,NaN,0.07696,0.002,0.95,0.8,0.1,Isotomidae,Entomobryomorpha,Entognatha,Arthropoda,Cfb Dfb Dfc,TH,0iTf,Ts,,biD biF,D,Ap,NaN,NaN,NaN,NaN,NaN,134.059320170374,NaN,NaN,NaN,NaN,NaN,1.695e-06,NaN,NaN,3.052e-05,0.000511764705882353,0.03077,NaN,NaN,NaN,0.238,19.5,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.17,293.15,1,5,abj,5
Forbesichthys_agassizii,211.702827217743,0.948784871371684,0.0243657754807811,184.760609757524,5226.2637790009,2.90114018985271e-08,0.314037622293818,NaN,NaN,125.749124658591,0.002,0.95,0.8,0.1,Amblyopsidae,Percopsiformes,Actinopterygii,Chordata,Cfa,THn,0iFcc,Fbf,,biCi biCvae,D,O,59.4602673949607,NaN,NaN,NaN,NaN,7115.73691775759,NaN,NaN,NaN,NaN,475.682139159686,0.0028,NaN,NaN,0.52,3.7,NaN,NaN,NaN,3.9,7.5,0.213611045147943,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,286.15,1,3.25244494590136,std,2.5
Forpus_passerinus,71.0672839994465,0.789065635828389,0.0509318690040047,20.4414750176651,7318.69812196197,3.86071069633864e-13,3264.5820006096,NaN,8747.0765330402,24947.839033498,0.000837947955732298,0.95,0.8,0.1,Psittacidae,Psittaciformes,Aves,Chordata,A,TN,0iTf 0iTh 0iTi,Tnwf,,biHs,Dg,O,4.28704481298865,NaN,NaN,NaN,NaN,1140.43986836215,NaN,NaN,NaN,4.3742899060466,13.1228697181398,1.9,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN,12,0.306899127003211,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.45,1,NaN,std,2.5
Forsterygion_lapillum,77.4967779281432,0.92072,0.01833,95.0902,5149.0812,5.034e-07,0.1935,1.382,NaN,633.4,0.002,0.95,0.8,0.1,Tripterygiidae,Blenniiformes,Actinopterygii,Chordata,MB MC,MAE,0iMcd jiMi,Mnm,,biCi,D,O,NaN,14,NaN,NaN,NaN,742.039567939546,NaN,1,52.8576130587074,NaN,274.45299088175,0.000736,0.1831,NaN,1.2052,5.4586,NaN,2.78,NaN,5,8,NaN,NaN,0.28,NaN,1,1,1,1,0,1,1,1,0.2,292.95,1,NaN,abj,2.7
Foudia_rubra,2987.1662256554,0.92139763346327,0.0258605280154836,2851.91812946067,7323.00371203333,2.6518395043863e-13,132.100071182862,NaN,890.522858825401,1709.24899456398,0.116715403302833,0.95,0.8,0.1,Ploceidae,Passeriformes,Aves,Chordata,Af,TPa,0iTf,Tnpf,,biCi,Dg,O,2.24559490204167,NaN,NaN,NaN,NaN,1020.96912531003,NaN,NaN,NaN,1.7354650885258,5.20639526557739,1.5,NaN,NaN,NaN,17,NaN,NaN,NaN,NaN,NaN,0.0901104624217343,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Francolinus_francolinus,4078.04989453809,0.896598251368288,0.0221469530002783,1510.45091069556,7322.63426686474,2.81384656578274e-11,923.359026968396,NaN,2838.11725142667,31306.5054156681,0.0618883869681133,0.95,0.8,0.1,Phasianidae,Galliformes,Aves,Chordata,B Cw,THp,0iTf,Tnsf,,biCi biHs,Dg,O,3.53124203446098,NaN,NaN,NaN,NaN,361.373926078989,NaN,NaN,NaN,1.18807866108161,13.2008740120179,12.5,NaN,NaN,NaN,425,NaN,NaN,NaN,NaN,NaN,0.290557764195332,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.85,1,0,std,2.5
Fratercula_arctica,3277.47015274299,0.805608181964203,0.0431405183297567,796.257341532911,7326.6741650964,3.87570814825838e-17,14944.7179705232,NaN,129380.847860746,211727.121698221,0.0323028559830571,0.95,0.8,0.1,Alcidae,Charadriiformes,Aves,Chordata,MC,MAN,xiMcp 0bTd,Tntfm,Ms,biCvf,Dg,O,11.9599643819495,NaN,NaN,NaN,NaN,1965.8741578697,NaN,NaN,NaN,5.94039330540803,17.8211799162241,44,NaN,NaN,NaN,436,NaN,NaN,NaN,NaN,16.7,0.0207541260139523,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.85,1,NaN,std,2.7
Fratercula_cirrhata,169.488079543411,0.980295716670252,0.041087078591516,20.7310798223228,7319.40997853264,5.09257504610208e-14,5850.21060559041,NaN,15834.1146829729,46530.0912974366,0.00084983613139847,0.95,0.8,0.1,Alcidae,Charadriiformes,Aves,Chordata,MC,MPNE,xiMcp 0bTd,Tntfm,Ms,biCvf,Dg,O,12.2486994656818,NaN,NaN,NaN,NaN,1965.8741578697,NaN,NaN,NaN,6.20441078564839,18.6132323569452,55,NaN,NaN,NaN,840,NaN,NaN,NaN,NaN,NaN,0.0207541260139523,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.85,1,NaN,std,2.5
Frederickena_unduliger,7783.77630743729,0.948547206282962,0.0265073477308807,6781.16426095579,7321.44416744878,1.69874886517817e-12,209.947468067147,NaN,824.460804848336,1519.95311624907,0.277249593927088,0.95,0.8,0.1,Thamnophilidae,Passeriformes,Aves,Chordata,Af Am,TN,0iTf,Tnpf,,biCi,Dg,O,2.85802987532576,NaN,NaN,NaN,NaN,443.899619700011,NaN,NaN,NaN,1.58101234413703,4.74303703241108,7.9,NaN,NaN,NaN,60,NaN,NaN,NaN,NaN,NaN,0.0450552312108671,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,314.75,1,NaN,std,2.5
Fregata_aquila,1302.39784152892,0.903527236574053,0.0259891679991923,221.821517937981,7323.06670212234,5.09908517190424e-13,9998.40363610362,NaN,242982.067690588,376416.903180622,0.00915060889467355,0.95,0.8,0.1,Fregatidae,Suliformes,Aves,Chordata,MA,MA,0xTf 0iMi xiFl xiFp,Tnpf,Ms,biCvf biCic,Dg,O,8.98237960816668,NaN,NaN,NaN,NaN,1342.06637985362,NaN,NaN,NaN,20.5160038214669,61.5480114644008,60,NaN,NaN,NaN,1250,NaN,NaN,NaN,NaN,NaN,0.0102826508488389,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.75,1,NaN,std,2.5
Fregata_ariel,5302.86450755004,0.63000553107495,0.0126737961980291,1372.04420203688,7317.04464924476,4.328000779867e-13,12321.9128861731,NaN,155345.218221922,199186.743699775,0.0573558908446218,0.95,0.8,0.1,Fregatidae,Suliformes,Aves,Chordata,MA,MC,0xTf 0iMi xiFl xiFp,Tnpf,Ms,biCvf biCic,Dg,O,9.18652459926138,NaN,NaN,NaN,NaN,1342.06637985362,NaN,NaN,NaN,20.6492246255024,61.9476738765073,72,NaN,NaN,NaN,850,NaN,NaN,NaN,NaN,NaN,0.0205653016976778,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.75,1,NaN,std,2.5
Fregata_magnificens,201.259627654437,0.984176391661034,0.0500005477025652,21.0404646058631,7320.41563587156,1.36516270652741e-13,6820.56106425844,NaN,13318.7779543562,31688.2917575828,0.00086387538100338,0.95,0.8,0.1,Fregatidae,Suliformes,Aves,Chordata,MA,MA MPE,0xTf 0iMi xiFl xiFp,Tnpf,Ms,biCvf biCic,Dg,O,11.4321195013031,NaN,NaN,NaN,NaN,1653.27017808055,NaN,NaN,NaN,3.59696170895849,10.7908851268755,80,NaN,NaN,NaN,1350,NaN,NaN,NaN,NaN,NaN,0.0205653016976778,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.75,1,NaN,std,2.5
Fregata_minor,2235.89304913303,0.812812344769619,0.0197286867216346,419.14996686414,7318.33128183075,6.25178608839231e-14,21750.7032015752,NaN,265911.514335235,434240.335624399,0.0173794182432193,0.95,0.8,0.1,Fregatidae,Suliformes,Aves,Chordata,MA,MC,0iMc,Tnpf,Ms,biCvf biCic,Dg,O,11.4321195013031,NaN,NaN,NaN,NaN,2090.90051933716,NaN,NaN,NaN,17.3187045246149,51.9561135738448,100,NaN,NaN,NaN,1460,NaN,NaN,NaN,NaN,NaN,0.0205653016976778,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.75,1,NaN,std,2.5
Fregetta_tropica,1137.48621475242,0.934584756740185,0.0217973692408905,460.325321294881,7320.46502191365,1.65148824346945e-12,1087.46084675869,NaN,9861.13178478723,19182.3100124507,0.018913341549641,0.95,0.5,0.1,Oceanitidae,Procellariiformes,Aves,Chordata,MB MC,MC,0iMc,Tntfm,Ml,biCvf biCik,Dg,O,6.22642222838827,NaN,NaN,NaN,NaN,1357.17363249346,NaN,NaN,NaN,8.47768734817835,25.433062044535,9,NaN,NaN,NaN,110,NaN,NaN,NaN,NaN,NaN,0.0184206349146858,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,312.55,1,NaN,std,2.5
Fritillaria_pellucida,252.79822305231,0.9654,0.033587,7882.5427,1177.0594,1.279e-07,8.849e-06,NaN,NaN,8.854e-06,0.001,0.95,0.8,0.1,Fritillariidae,Copelata,Appendicularia,Chordata,MC,MC,0iMp,Mp,,biPn,Hsm,Os,NaN,NaN,NaN,NaN,NaN,29.7076524855469,NaN,NaN,NaN,NaN,NaN,7.23e-06,NaN,NaN,NaN,0.000202666666666667,0.024,NaN,NaN,0.024,0.15,NaN,28,NaN,NaN,1,1,1,1,0,1,0,1,0.045,286.65,1,NaN,std,2.4
Fulica_americana,6985.52041939679,0.553314709319068,0.0188784835166156,1812.08431743569,7402.6717,9.324e-13,5579.89063877556,NaN,90478.77704509,176091.314404959,0.0735169506921421,0.95,0.8,0.1,Rallidae,Gruiformes,Aves,Chordata,BSk Cfa Dfa,THn,0iFm,Tnffm,Ms,biCi biHl,Dg,O,4.69533479517804,NaN,NaN,NaN,NaN,1104.37381818531,NaN,NaN,NaN,7.32676284563016,21.9802885368905,20.5,NaN,NaN,NaN,538,NaN,NaN,NaN,NaN,NaN,0.403848762670651,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,313.55,1,NaN,std,2.5
Fulmarus_glacialis,2480.76971705855,0.918829858818104,0.0489220039107183,525.823823874168,7329.14430068504,1.04242329821001e-14,10542.7305801347,NaN,89894.6464635448,163666.244692475,0.0214946907738559,0.95,0.5,0.1,Procellariidae,Procellariiformes,Aves,Chordata,MC ME,MN MC,0iMc,Tncfm,Ml,biCvf biCic biCik biCij bjSv,Dg,O,24.331359296676,NaN,NaN,NaN,NaN,2872.70347513896,NaN,NaN,NaN,8.17906442021837,24.5371932606551,65,NaN,NaN,NaN,706,NaN,NaN,NaN,NaN,NaN,0.0177533116248738,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,312.15,1,NaN,std,2.5
Fulmarus_glacialoides,2398.45182298037,0.953315299835521,0.0228778908675429,653.491696503129,7323.3394612397,1.4574415279716e-12,3647.44877392906,NaN,18843.532486454,41460.5721931433,0.0268037507622003,0.95,0.5,0.1,Procellariidae,Procellariiformes,Aves,Chordata,MC ME,MS MC,0iMc,Tncfm,Ml,biCvf biCic biCik bjSv,Dg,O,9.39066959035608,NaN,NaN,NaN,NaN,1357.17363249346,NaN,NaN,NaN,7.88276192023601,23.648285760708,60,NaN,NaN,NaN,745,NaN,NaN,NaN,NaN,NaN,0.0184206349146858,NaN,NaN,NaN,1,1,1,1,1,1,0,1,0.28,312.55,1,NaN,std,2.5
Funambulus_pennantii,2828.65869120973,0.89747,0.011982,1569.9668,7812.762,1.562e-15,1199,NaN,34710,247300,0.002,0.97,0.8,0.1,Sciuridae,Rodentia,Mammalia,Chordata,BSk Cfa Dfa Dfb,THp,0iTf,Tv,,bxM xiHs xiC,Dg,O,NaN,NaN,NaN,NaN,NaN,852.675968669338,7.78699514766519,NaN,NaN,11.8751676001894,45.5539216138413,6.5,NaN,NaN,NaN,147.7,NaN,NaN,NaN,NaN,NaN,0.123141737140616,NaN,NaN,NaN,1,1,1,0,0,1,0,1,0.3,311.85,1,11.4804,stx,2.5
Fundulopanchax_gardneri,777.455954391541,0.8275,0.021695,2076.8467,5229.3034,9.324e-07,0.598,NaN,NaN,715.9,0.002,0.95,0.8,0.1,Nothobranchiidae,Cyprinodontiformes,Actinopterygii,Chordata,Am,TPa,0iFp 0iFm,Fs,,biCi,D,O,10.1460160642259,NaN,NaN,NaN,NaN,211.616906482425,NaN,NaN,NaN,NaN,68.4856084335245,0.0024,NaN,NaN,NaN,0.26,0.6,NaN,NaN,NaN,3,1.58777484079659,NaN,NaN,NaN,1,1,1,1,0,1,0,1,0.2,296.65,1,7.023,std,2.5
Fundulus_catenatus,51.4020829920191,0.42727,0.018566,13.8784,5045,3.462e-08,42.29,42.3,NaN,2864,0.002,0.95,0.8,0.1,Fundulidae,Cyprinodontiformes,Actinopterygii,Chordata,Cfa Dfa,THn,0iMm,Fh,,biCi piHl,D,O,NaN,NaN,NaN,NaN,NaN,2190,NaN,NaN,NaN,NaN,730,0.0092,NaN,NaN,NaN,6.2,NaN,NaN,NaN,3.8,9.5,0.671232876712329,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,293.15,1,NaN,abj,2.5
Fundulus_chrysotus,140.830610581311,0.95319,0.024364,143.778,5045,4.204e-07,1.211,9.593,NaN,2287,0.002,0.95,0.8,0.1,Fundulidae,Cyprinodontiformes,Actinopterygii,Chordata,Cfa,THn,0iMm,Fh,,biCi piHl,D,O,NaN,NaN,NaN,NaN,NaN,730,NaN,NaN,NaN,NaN,305,0.0092,NaN,NaN,NaN,12.9,NaN,NaN,NaN,NaN,8.88,0.671232876712329,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,293.15,1,NaN,abj,2
Fundulus_diaphanus,67.2830508579106,0.45401,0.022938,33.2613,5045,4.69e-08,40.5,310.4,NaN,2451,0.002,0.95,0.8,0.1,Fundulidae,Cyprinodontiformes,Actinopterygii,Chordata,Dfb,THn,0iFc,Fh,,biCi biHa,D,O,NaN,NaN,NaN,NaN,NaN,885.898701432899,NaN,NaN,NaN,NaN,NaN,0.0109,NaN,NaN,NaN,8.2,NaN,NaN,NaN,3.7,9.5,5.25921154483349,NaN,NaN,NaN,1,1,1,1,0,1,1,1,0.2,296.15,1,NaN,abj,2.3
